date,r_t,lag_1,lag_5,lag_10,lag_21,roll_mean_5,roll_std_5,roll_mean_21,roll_std_21,roll_mean_63,roll_std_63
2015-03-31,0.4315192694727169,-0.6532835453058065,-0.13784753449872214,3.070939976800856,-0.6746624344834982,-1.3853395397938428,2.3113866891066905,-1.1886865992116535,2.362781446000128,-5.553356562970387,11.795785400319366
2015-04-01,-1.106815008401567,0.4314990758957722,-3.3675186644632236,0.07802966113916315,1.8806543894466754,-0.3069371162587766,0.9493608146936796,-1.909632049398123,2.1747766964321618,-5.6749609007166795,11.795623646903111
2015-04-02,-1.0349600681461049,-1.1068652370469911,1.9585030341685783,-0.35171382053493927,0.8814977435865187,-1.7294857375188342,-0.44577907070289646,-2.3709140949282026,2.1129922676992785,-5.7902827729371555,11.795281702000846
2015-04-03,0.9331555806734386,-1.0350088938662465,-1.276344704612254,-2.503312654421564,-2.0226218444452284,-0.678727503594948,0.04099990407848856,-1.6556499108354925,2.070123528834585,-5.664397119712274,11.799097630063319
2015-04-06,1.186650122372775,0.9331451812492831,-0.6497896420725421,0.6332713233787982,1.9403581851716312,0.19405770973812364,0.3994778538767131,-1.8411811478868916,1.9311603366192898,-5.496676926243812,11.804509266053099
2015-04-07,-0.02056016522058468,1.1866446722798727,0.43131541732417494,-0.1378194927789625,-1.856794041780566,-0.020394107345302625,0.3619983084365177,-1.3948243371811169,1.819050417476943,-5.500594364100173,11.804440261003911
2015-04-08,-0.6841367546041285,-0.02058918538156541,-1.101833629694643,-3.3577302977427284,0.5669625070876106,0.18011074337856367,0.1583176302287892,-1.6956713329916298,1.7882769885002783,-5.591810973075046,11.803605616473861
2015-04-09,-0.9187503620832811,-0.6841787307062138,-1.030220889368474,1.9521957364552192,-0.22074844813196826,0.23523685776332992,0.0898624898571348,-1.8616415036673544,1.8029582549809924,-5.715236284238164,11.802793007792973
2015-04-10,0.06407775871550594,-0.9187969188775269,0.9312608736070341,-1.272876033198149,-1.300124286098743,-0.17702546563172833,-0.1641868502652987,-1.5300612464813084,1.7639286012031576,-5.700974644834988,11.803059362114048
2015-04-13,-1.0337153028187003,0.06405039106001632,1.18390096660935,-0.6482144702734617,0.34345919278618736,-1.2302947884102842,-0.8233776992329322,-1.8604954402070577,1.76475331624789,-5.83661452956137,11.802358564969948
2015-04-14,-1.6931385865657944,-1.0337641042355339,-0.019240202768094374,0.4296234029872579,-3.0136671830180846,-2.023711728323396,-0.5587741236705703,-1.5344671592789385,1.4848825313610108,-6.057987433086979,11.803006834849922
2015-04-15,0.8087652246083668,-1.6932002628328924,-0.6805800885588462,-1.0988923447353447,3.056354521093695,-1.315527463346242,0.18812240557143667,-2.0813880692311355,0.8947216067658879,1.791160114566729,2.7981428467601472
2015-04-16,-1.6766012813757634,0.8087523965359544,-0.9144028889071233,-1.0274960238499329,0.07985943926328305,-1.6750273526320174,0.4437964436638244,-2.5020063663535472,0.9665736014847931,1.646275837733165,2.8132167725502204
2015-04-17,-0.348960748786326,-1.6766626347617417,0.0651124339056319,0.928057984032484,-0.347527025662862,-1.8709594204538733,0.3211455583492004,-2.5005974432626235,0.9666757573805911,0.47434828738189116,2.426194900655601
2015-04-20,-0.23890743193044686,-0.34899618077479955,-1.0289803197452647,1.1799345784255946,-2.487324972037243,-1.493928352319066,0.3501947115670838,-1.95360173130895,0.704948515819107,0.8583970169906823,2.366752774319134
2015-04-21,-0.4510795157349645,-0.23894071519288884,-1.6861808993591434,-0.019570601910755818,0.6320557641031179,-0.9047358250249902,-0.032656196511337186,-2.214363135090203,0.6339556784156302,1.2384234356457977,2.2989015157624437
2015-04-22,-0.39327567803018376,-0.4511169415320676,0.8072897974875943,-0.6789118655627459,-0.13480584545725635,-1.474945031631173,-0.6437777747291361,-2.2751940938200184,0.6279869604604351,1.6083240982369327,2.233435042610774
2015-04-23,4.443197221301546,-0.3933119752414854,-1.6696993361143908,-0.9120280346683532,-3.337056385593588,1.4280888344723273,2.6483406634902726,-0.39939874576060197,1.3630537868642432,2.524723159095682,2.288316817705549
2015-04-24,-2.011594994530031,4.44325535336795,-0.34653385342377196,0.06452711433439617,1.943746264244314,0.6393890888473966,3.268545574813413,-1.3525905227389077,1.297647498641477,0.8894915195020942,1.6464941701877496
2015-04-27,0.8451892726600811,-2.0116628884704646,-0.23685149095831054,-1.0262592033275522,-1.2636369342064733,1.1536493943428587,3.250889463162972,-0.842577595926651,1.297991209173852,0.6757209980582178,1.6107453801638083
2015-04-28,0.8611957749182585,0.8451771557457007,-0.44830841080175987,-1.6814736701176851,-0.6424014564428293,1.7761502183079767,3.131616154482777,-0.4794630696576395,1.3369857507008325,0.7262760225889827,1.613901383681705
