date,lag1,lag5,roll_mean_5,roll_std_20,target_next_return
2015-01-29,0.0078593742035976,-0.0107237937453296,0.00484019261858874,0.04282252484558133,0.0213649105706433
2015-01-30,0.0014666714369174,-0.0102937622964505,0.0111719271920075,0.043279196803409886,-0.0035452706312442
2015-02-02,0.0213649105706433,-0.0082875037980638,0.012120373825371419,0.04326148306046123,0.0090775324786497
2015-02-03,-0.0035452706312442,0.033456183546943,0.007244643611712761,0.043382447016615124,0.0079583206728612
2015-02-04,0.0090775324786497,0.0078593742035976,0.007264432905565481,0.043480699075465194,-0.0111690688317429
2015-02-05,0.0079583206728612,0.0014666714369174,0.00473728485183342,0.04346850918365891,0.0091854184278978
2015-02-06,-0.0111690688317429,0.0213649105706433,0.0023013864232843202,0.04358624555030627,-0.0090232142156245
2015-02-09,0.0091854184278978,-0.0035452706312442,0.0012057977064082602,0.04356430451917987,-0.0008590943626176
2015-02-10,-0.0090232142156245,0.0090775324786497,-0.0007815276618452005,0.04355934979020075,0.0015267437296155
2015-02-11,-0.0008590943626176,0.0079583206728612,-0.0020678430504943402,0.04357261165337074,0.0016196294270796
2015-02-12,0.0015267437296155,-0.0111690688317429,0.0004898966012701594,0.04358661608903729,0.009587321036545
2015-02-13,0.0016196294270796,0.0091854184278978,0.0005702771229995997,0.012500938340394703,0.00139453416065
2015-02-16,0.009587321036545,-0.0090232142156245,0.0026538267982544996,0.012455677779002174,-0.0053149335096607
2015-02-17,0.00139453416065,-0.0008590943626176,0.0017626589688458799,0.01128558618821458,0.0105080912220913
2015-02-18,-0.0053149335096607,0.0015267437296155,0.0035589284673410394,0.011092319251513421,0.0055762495329448
2015-02-19,0.0105080912220913,0.0016196294270796,0.0043502524885140805,0.010659892908008508,0.0050171454054377
2015-02-20,0.0055762495329448,0.009587321036545,0.00343621736229262,0.010172958941485725,-0.0079088385482387
2015-02-23,0.0050171454054377,0.00139453416065,0.0015755428205148797,0.01014970988049178,0.0063320226404552
2015-02-24,-0.0079088385482387,-0.0053149335096607,0.0039049340505380595,0.007688999163075373,0.0001856628867436
2015-02-25,0.0063320226404552,0.0105080912220913,0.0018404483834685193,0.007629804576499641,0.0006494382178657
2015-02-26,0.0001856628867436,0.0055762495329448,0.0008550861204526993,0.007638210840536356,-0.0101139988566375
2015-02-27,0.0006494382178657,0.0050171454054377,-0.0021711427319623406,0.00680931331413005,-0.0022041161912679
2015-03-02,-0.0101139988566375,-0.0079088385482387,-0.0010301982605681805,0.006770377402286138,0.0059913948350251
2015-03-03,-0.0022041161912679,0.0063320226404552,-0.0010983238216542002,0.00662033374424144,0.0027868609660912
2015-03-04,0.0059913948350251,0.0001856628867436,-0.0005780842057846804,0.0064399727499671,-0.0065273437863282
2015-03-05,0.0027868609660912,0.0006494382178657,-0.0020134406066234607,0.006082168364165497,0.0061828791596275
2015-03-06,-0.0065273437863282,-0.0101139988566375,0.0012459349966295395,0.005910956468892136,-0.0059954944389295
2015-03-09,0.0061828791596275,-0.0022041161912679,0.0004876593470972192,0.00569294605437893,0.0017780713808844
2015-03-10,-0.0059954944389295,0.0059913948350251,-0.0003550053437309206,0.0056807000725967935,-0.000748305684604
2015-03-11,0.0017780713808844,0.0027868609660912,-0.0010620386738699607,0.005692851298084558,-0.0042101216515045
2015-03-12,-0.000748305684604,-0.0065273437863282,-0.0005985942469052206,0.005798842558847666,0.0010612429001197
2015-03-13,-0.0042101216515045,0.0061828791596275,-0.0016229214988067806,0.005427530133896489,-0.0097058627565661
2015-03-16,0.0010612429001197,-0.0059954944389295,-0.0023649951623341005,0.005831761475682807,0.0097621458050389
2015-03-17,-0.0097058627565661,0.0017780713808844,-0.0007681802775032006,0.006107025313358573,0.000215815567472
2015-03-18,0.0097621458050389,-0.000748305684604,-0.0005753560270880005,0.005652027719910508,-0.0011549148456763
2015-03-19,0.000215815567472,-0.0042101216515045,3.568533407763948e-05,0.0055028174221740805,-0.0080177576443936
2015-03-20,-0.0011549148456763,0.0010612429001197,-0.0017801147748250205,0.0055902548940995125,0.0019868409943476
2015-03-23,-0.0080177576443936,-0.0097058627565661,0.0005584259753577197,0.005398777823460247,-0.0004726672427275
2015-03-24,0.0019868409943476,0.0097621458050389,-0.0014885366341955604,0.005161188221048089,-0.010743049124484
2015-03-25,-0.0004726672427275,0.000215815567472,-0.0036803095725867602,0.005576249012425999,0.0061937455379717
2015-03-26,-0.010743049124484,-0.0011549148456763,-0.0022105774958571605,0.00580792062269639,-0.0040930980042006
2015-03-27,0.0061937455379717,-0.0080177576443936,-0.0014256455678185605,0.005484968375982373,-0.002100647533771
2015-03-30,-0.0040930980042006,0.0019868409943476,-0.0022431432734422805,0.005483780490236645,0.0013372758235912
2015-03-31,-0.002100647533771,-0.0004726672427275,-0.0018811546601785402,0.005281838283757581,-0.0035381512898522
2015-04-01,0.0013372758235912,-0.010743049124484,-0.00044017509325218024,0.005227328159974173,-0.0033104221616679
2015-04-02,-0.0035381512898522,0.0061937455379717,-0.0023410086331801003,0.005116618834305428,0.0029271066606803
2015-04-03,-0.0033104221616679,-0.0040930980042006,-0.0009369677002039202,0.0049248345440833135,0.0037305043223502
2015-04-06,0.0029271066606803,-0.002100647533771,0.00022926267102031973,0.004931324427669484,-9.549491098513113e-05
2015-04-07,0.0037305043223502,0.0013372758235912,-5.729147589494649e-05,0.004896183963843676,-0.0021985614175687
2015-04-08,-9.549491098513113e-05,-0.0035381512898522,0.00021062649856175357,0.004901932615562376,-0.0029421199272752
2015-04-09,-0.0021985614175687,-0.0033104221616679,0.0002842869454402935,0.0048696665745390135,0.0001727471968055
2015-04-10,-0.0029421199272752,0.0029271066606803,-0.0002665849473346665,0.004854159553682638,-0.0033064771396305
2015-04-13,0.0001727471968055,0.0037305043223502,-0.0016739812397308066,0.004472399573657458,-0.0053963806170847
2015-04-14,-0.0033064771396305,-9.549491098513113e-05,-0.00273415838095072,0.003864328710614232,0.0025328775757973
2015-04-15,-0.0053963806170847,-0.0021985614175687,-0.0017878705822775205,0.003949044532260632,-0.0053439691046674
2015-04-16,0.0025328775757973,-0.0029421199272752,-0.0022682404177559604,0.004039255968769128,-0.0011362915260092
2015-04-17,-0.0053439691046674,0.0001727471968055,-0.0025300481623189005,0.0037645571770242776,-0.0007875006730452
2015-04-20,-0.0011362915260092,-0.0033064771396305,-0.00202625286900184,0.003691671913046911,-0.0014599354910002
2015-04-21,-0.0007875006730452,-0.0053963806170847,-0.0012389638437849402,0.003685155428518351,-0.0012767383786038
2015-04-22,-0.0014599354910002,0.0025328775757973,-0.0020008870346651603,0.0030110146681449172,0.014051445778756
2015-04-23,-0.0012767383786038,-0.0053439691046674,0.00187819594201952,0.004201814973969573,-0.0064056612579504
2015-04-24,0.014051445778756,-0.0011362915260092,0.0008243219956312797,0.0043260113163796615,0.0026483159392316
2015-04-27,-0.0064056612579504,-0.0007875006730452,0.0015114853180866398,0.0043741783922762135,0.0026990451833389
2015-04-28,0.0026483159392316,-0.0014599354910002,0.00234328145295446,0.0044125204459145966,0.0094850761241576
2015-04-29,0.0026990451833389,-0.0012767383786038,0.0044956443535067395,0.004844381380006718,-0.0036301479264785
