model,family,split,rmse,mae,r2,cv_rmse_mean,cv_rmse_std,cv_mae_mean,cv_mae_std
Linear_Regression,ML_Baseline,test,0.0033417832841361834,0.002515184331584988,-0.011238768071108352,0.0030583768643145876,0.0006141380547784541,0.002301767146841149,0.0004516948821911315
