model,rmse,mae,mape_pct
ARIMA predictions,0.003322221660634822,0.0025089792165067276,7055.958817710444
HW ses,0.0033224263805834413,0.0025088099625554094,6884.9191547523415
HW holt add trend,0.0033226148323928237,0.0025094087820169515,8235.785467972773
HW seasonal add s5,0.0033402980483050295,0.002540109071026997,23246.253093248997
"SARIMA (2,0,0) (0,1,1,5)",0.0033499326342578593,0.002521311508453624,27150.38776635775
