date,price,r_t
2015-01-02,1.2021000385284424,-0.0005738169891477
2015-01-05,1.2015000581741333,-0.0004992347667097
2015-01-06,1.2013299465179443,-0.0001415927519974
2015-01-07,1.200899958610535,-0.0003579906411818
2015-01-08,1.200899958610535,0.0
2015-01-09,1.2009299993515017,2.5014877401213205e-05
2015-01-12,1.20100998878479,6.660402317544155e-05
2015-01-13,1.2007999420166016,-0.0001749070698977
2015-01-14,1.2007999420166016,0.0
2015-01-15,1.2007999420166016,0.0
2015-01-16,0.9941999912261964,-0.1888048471963602
2015-01-19,0.9923999905586244,-0.0018121425316174
2015-01-20,1.0199999809265137,0.0274316452748539
2015-01-21,1.0096999406814575,-0.0101494103172268
2015-01-22,0.9989299774169922,-0.0107237937453296
2015-01-23,0.9886999726295472,-0.0102937622964505
2015-01-26,0.9805399775505066,-0.0082875037980638
2015-01-27,1.0139000415802002,0.033456183546943
2015-01-28,1.0219000577926636,0.0078593742035976
2015-01-29,1.0233999490737915,0.0014666714369174
2015-01-30,1.0455000400543213,0.0213649105706433
2015-02-02,1.041800022125244,-0.0035452706312442
2015-02-03,1.051300048828125,0.0090775324786497
2015-02-04,1.0597000122070312,0.0079583206728612
2015-02-05,1.0479300022125244,-0.0111690688317429
2015-02-06,1.057600021362305,0.0091854184278978
2015-02-09,1.0480999946594238,-0.0090232142156245
2015-02-10,1.0471999645233154,-0.0008590943626176
2015-02-11,1.048799991607666,0.0015267437296155
2015-02-12,1.0505000352859497,0.0016196294270796
2015-02-13,1.0606199502944946,0.009587321036545
2015-02-16,1.0621000528335571,0.00139453416065
2015-02-17,1.0564700365066528,-0.0053149335096607
2015-02-18,1.0676300525665283,0.0105080912220913
2015-02-19,1.0736000537872314,0.0055762495329448
2015-02-20,1.0789999961853027,0.0050171454054377
2015-02-23,1.0705000162124634,-0.0079088385482387
2015-02-24,1.077299952507019,0.0063320226404552
2015-02-25,1.0774999856948853,0.0001856628867436
2015-02-26,1.0781999826431274,0.0006494382178657
2015-02-27,1.0673500299453735,-0.0101139988566375
2015-03-02,1.065000057220459,-0.0022041161912679
2015-03-03,1.0714000463485718,0.0059913948350251
2015-03-04,1.0743900537490845,0.0027868609660912
2015-03-05,1.067399978637695,-0.0065273437863282
2015-03-06,1.0740200281143188,0.0061828791596275
2015-03-09,1.0676000118255615,-0.0059954944389295
2015-03-10,1.069499969482422,0.0017780713808844
2015-03-11,1.0686999559402466,-0.000748305684604
2015-03-12,1.064210057258606,-0.0042101216515045
2015-03-13,1.0653400421142578,0.0010612429001197
2015-03-16,1.055050015449524,-0.0097058627565661
2015-03-17,1.065400004386902,0.0097621458050389
2015-03-18,1.065629959106445,0.000215815567472
2015-03-19,1.0643999576568604,-0.0011549148456763
2015-03-20,1.055899977684021,-0.0080177576443936
2015-03-23,1.0579999685287476,0.0019868409943476
2015-03-24,1.0575000047683716,-0.0004726672427275
2015-03-25,1.0462000370025637,-0.010743049124484
2015-03-26,1.0527000427246094,0.0061937455379717
2015-03-27,1.0484000444412231,-0.0040930980042006
2015-03-30,1.0462000370025637,-0.002100647533771
2015-03-31,1.047600030899048,0.0013372758235912
2015-04-01,1.0439000129699707,-0.0035381512898522
2015-04-02,1.0404499769210815,-0.0033104221616679
2015-04-03,1.0434999465942385,0.0029271066606803
2015-04-06,1.0473999977111816,0.0037305043223502
2015-04-07,1.0472999811172483,-9.549491098513113e-05
2015-04-08,1.0449999570846558,-0.0021985614175687
2015-04-09,1.0419299602508545,-0.0029421199272752
2015-04-10,1.0421099662780762,0.0001727471968055
2015-04-13,1.0386699438095093,-0.0033064771396305
2015-04-14,1.033079981803894,-0.0053963806170847
2015-04-15,1.0356999635696411,0.0025328775757973
2015-04-16,1.0301799774169922,-0.0053439691046674
2015-04-17,1.0290100574493408,-0.0011362915260092
2015-04-20,1.0282000303268433,-0.0007875006730452
2015-04-21,1.0267000198364258,-0.0014599354910002
2015-04-22,1.0253900289535522,-0.0012767383786038
2015-04-23,1.0398999452590942,0.014051445778756
2015-04-24,1.0332599878311155,-0.0064056612579504
2015-04-27,1.0360000133514404,0.0026483159392316
2015-04-28,1.0388000011444092,0.0026990451833389
2015-04-29,1.048699975013733,0.0094850761241576
2015-04-30,1.0448999404907229,-0.0036301479264785
2015-05-01,1.0463000535964966,0.0013390525238522
2015-05-04,1.0440000295639038,-0.00220066485129
2015-05-05,1.0406999588012695,-0.0031659937042046
2015-05-06,1.0368800163269043,-0.0036773041949899
2015-05-07,1.0392999649047852,0.0023311559649434
2015-05-08,1.0364400148391724,-0.0027555974286088
2015-05-11,1.0430099964141846,0.0063189818469307
2015-05-12,1.0414999723434448,-0.0014488050980851
2015-05-13,1.041599988937378,9.6026687023275e-05
2015-05-14,1.0405999422073364,-0.0009605675151339
2015-05-15,1.0405999422073364,0.0
2015-05-18,1.0473999977111816,0.0065134863417754
2015-05-19,1.0485999584197998,0.001145000825221
2015-05-20,1.0442999601364136,-0.0041091351724108
2015-05-21,1.0390000343322754,-0.0050880211701566
2015-05-22,1.0410000085830688,0.0019230527171889
2015-05-25,1.0367000102996826,-0.0041391965958597
2015-05-26,1.0372899770736694,0.0005689196124295
2015-05-27,1.0361000299453735,-0.001147827716845
2015-05-28,1.0351200103759766,-0.0009463211280833
2015-05-29,1.0335999727249146,-0.0014695443917302
2015-06-01,1.0313999652862549,-0.0021307586799628
2015-06-02,1.0329999923706057,0.001550113774031
2015-06-03,1.0405800342559814,0.0073111001766619
2015-06-04,1.0520199537277222,0.0109337986289316
2015-06-05,1.0475000143051147,-0.0043056950868382
2015-06-08,1.0442999601364136,-0.0030596201397674
2015-06-09,1.0463199615478516,0.0019324431180435
2015-06-10,1.0503000020980835,0.0037966301953309
2015-06-11,1.0542999505996704,0.0038011531005229
2015-06-12,1.0499000549316406,-0.0041820188851311
2015-06-15,1.0430699586868286,-0.0065267256063296
2015-06-16,1.0484000444412231,0.0050969866034226
2015-06-17,1.0473999977111816,-0.0009543341786691
2015-06-18,1.0469000339508057,-0.0004774519049946
2015-06-19,1.0477700233459473,0.0008306696724253
2015-06-22,1.043470025062561,-0.004112396706173
2015-06-23,1.045259952545166,0.0017138911586867
2015-06-24,1.0429999828338623,-0.0021644533377465
2015-06-25,1.0460799932479858,0.0029486785389119
2015-06-26,1.0491700172424316,0.0029495537231429
2015-06-29,1.0321999788284302,-0.0163069656008873
2015-06-30,1.038599967956543,0.0061811953541549
2015-07-01,1.0407999753952026,0.0021160030003516
2015-07-02,1.0468800067901611,0.0058246940495005
2015-07-03,1.0460000038146973,-0.0008409493357153
2015-07-06,1.0377999544143677,-0.0078703252634255
2015-07-07,1.0417699813842771,0.0038181277046953
2015-07-08,1.042099952697754,0.0003166908940311
2015-07-09,1.0465999841690063,0.0043089372048834
2015-07-10,1.048419952392578,0.0017374237348574
2015-07-13,1.0460400581359863,-0.0022725621581531
2015-07-14,1.0442999601364136,-0.0016648950757355
2015-07-15,1.0398999452590942,-0.0042222642873216
2015-07-16,1.0420000553131104,0.0020174943712722
2015-07-17,1.041700005531311,-0.0002879970966182
2015-07-20,1.0424000024795532,0.0006717498890401
2015-07-21,1.0436999797821045,0.0012463232653071
2015-07-22,1.047600030899048,0.0037297906739994
2015-07-23,1.0484600067138672,0.0008205641514469
2015-07-24,1.0540000200271606,0.0052700418223232
2015-07-27,1.055899977684021,0.0018009935755024
2015-07-28,1.0669100284576416,0.0103731840981997
2015-07-29,1.0640000104904177,-0.0027312460151061
2015-07-30,1.0624699592590332,-0.0014390530006966
2015-07-31,1.059399962425232,-0.0028936731178529
2015-08-03,1.0607999563217163,0.0013206246142895
2015-08-04,1.0615999698638916,0.0007538763738107
2015-08-05,1.0647000074386597,0.00291590067663
2015-08-06,1.0675300359725952,0.0026545261422414
2015-08-07,1.071499943733215,0.0037118809520382
2015-08-10,1.0779999494552612,0.0060479421799633
2015-08-11,1.0835000276565552,0.0050891419201858
2015-08-12,1.09089994430542,0.0068064250483049
2015-08-13,1.0880999565124512,-0.0025699765594538
2015-08-14,1.0884000062942505,0.0002757177016563
2015-08-17,1.083799958229065,-0.0042353881012925
2015-08-18,1.0836000442504885,-0.0001844735433373
2015-08-19,1.0779999494552612,-0.0051814464660633
2015-08-20,1.073799967765808,-0.003903696611764
2015-08-21,1.0776000022888184,0.0035326192504859
2015-08-24,1.0774999856948853,-9.28185184562756e-05
2015-08-25,1.0798699855804443,0.0021971204480585
